SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-18-2022,Condo/Co-op,338 Spear St Unit 35B,San Francisco,CA,94105,3180000,3,2.5,San Francisco,1614,76210,2009,,1970,1201,Sold,,,https://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-35B/home/21966566,San Francisco MLS,422644994,N,Y,37.7894137,-122.3906433
PAST SALE,April-26-2022,Condo/Co-op,301 Main St Unit 14F,San Francisco,CA,94105,1650000,2,2.0,San Francisco,1307,76210,2008,,1262,989,Sold,,,https://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-14F/home/21966936,San Francisco MLS,422640825,N,Y,37.7895974,-122.3911965
PAST SALE,,Single Family Residential,3355 Pacific Ave,San Francisco,CA,94118,29500000,4,7.0,,9081,7661,1926,,3249,,,,,https://www.redfin.com/CA/San-Francisco/3355-Pacific-Ave-94118/home/1898887,,,N,Y,37.7912164,-122.4503066
PAST SALE,,Multi-Family (2-4 Unit),1099 S Van Ness Ave Unit C,San Francisco,CA,94110,2075000,,3.0,,6720,3428,1900,,309,,,,,https://www.redfin.com/CA/San-Francisco/1099-S-Van-Ness-Ave-94110/unit-C/home/1997170,,,N,Y,37.755716,-122.416224
PAST SALE,December-28-2022,Single Family Residential,139 Hearst Ave,San Francisco,CA,94131,1200000,0,2.0,San Francisco,1329,2809,1948,,903,,Sold,,,https://www.redfin.com/CA/San-Francisco/139-Hearst-Ave-94131/home/816252,San Francisco MLS,422712880,N,Y,37.7305936,-122.4406799
PAST SALE,March-31-2022,Single Family Residential,3511 Jackson St,San Francisco,CA,94118,7165000,4,4.5,San Francisco,,3192,1912,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/3511-Jackson-St-94118/home/1297034,San Francisco MLS,421542440,N,Y,37.7899,-122.4530711
PAST SALE,,Condo/Co-op,201 Harrison St #500,San Francisco,CA,94105,495000,,1.0,,432,,1991,,1146,,,,,https://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-500/home/1734905,,,N,Y,37.7874798,-122.3905769
PAST SALE,,Multi-Family (2-4 Unit),234 27th St,San Francisco,CA,94131,630000,,3.0,,1254,2850,1900,,502,,,,,https://www.redfin.com/CA/San-Francisco/234-27th-St-94131/home/1829455,,,N,Y,37.7471658,-122.426171
PAST SALE,,Single Family Residential,865 44th Ave,San Francisco,CA,94121,1857000,3,2.0,,1515,2996,1940,,1226,,,,,https://www.redfin.com/CA/San-Francisco/865-44th-Ave-94121/home/1677284,,,N,Y,37.7722791,-122.504808
PAST SALE,July-31-2022,Condo/Co-op,580 Fell St,San Francisco,CA,94102,1675000,4,1.5,San Francisco,1697,1312,1880,,987,500,Sold,,,https://www.redfin.com/CA/San-Francisco/580-Fell-St-94102/home/21966741,San Francisco MLS,422649812,N,Y,37.7755051,-122.4273885
PAST SALE,,Single Family Residential,625 El Camino del Mar,San Francisco,CA,94121,6200000,7,6.0,,6134,6250,1927,,1011,,,,,https://www.redfin.com/CA/San-Francisco/625-El-Camino-del-Mar-94121/home/2007669,,,N,Y,37.7859662,-122.4902846
PAST SALE,,Single Family Residential,399 Webster St,San Francisco,CA,94117,5000000,,4.0,,5850,4791,1900,,855,,,,,https://www.redfin.com/CA/San-Francisco/399-Webster-St-94117/home/902384,,,N,Y,37.7740667,-122.4293267
PAST SALE,,Condo/Co-op,359 Waller St #3,San Francisco,CA,94117,1066667,2,1.0,,1123,,1905,,950,,,,,https://www.redfin.com/CA/San-Francisco/359-Waller-St-94117/unit-3/home/12354797,,,N,Y,37.7710786,-122.4295845
PAST SALE,May-6-2022,Single Family Residential,347 Oak Park Dr,San Francisco,CA,94131,2015000,3,3.0,San Francisco,1564,4800,1959,,1288,,Sold,,,https://www.redfin.com/CA/San-Francisco/347-Oak-Park-Dr-94131/home/1360923,San Francisco MLS,422644700,N,Y,37.7539313,-122.4586882
PAST SALE,,Single Family Residential,126 Joost Ave,San Francisco,CA,94131,1300000,2,1.0,,1177,2500,1949,,1105,,,,,https://www.redfin.com/CA/San-Francisco/126-Joost-Ave-94131/home/1389845,,,N,Y,37.7325464,-122.4381643
PAST SALE,,Multi-Family (5+ Unit),118 San Jose Ave,San Francisco,CA,94110,885000,4,4.0,,2664,2510,1880,,332,,,,,https://www.redfin.com/CA/San-Francisco/118-San-Jose-Ave-94110/home/1352446,,,N,Y,37.7525366,-122.4218397
PAST SALE,April-11-2022,Condo/Co-op,1970 Sutter St #115,San Francisco,CA,94115,1235000,1,2.0,San Francisco,1039,12031,2001,,1189,685,Sold,,,https://www.redfin.com/CA/San-Francisco/1970-Sutter-St-94115/unit-115/home/1390948,San Francisco MLS,422620248,N,Y,37.7864159,-122.4326567
PAST SALE,March-30-2022,Single Family Residential,436 Pacheco St,San Francisco,CA,94116,3600000,4,3.5,San Francisco,3281,4024,1916,,1097,62,Sold,,,https://www.redfin.com/CA/San-Francisco/436-Pacheco-St-94116/home/1043098,San Francisco MLS,422629022,N,Y,37.7507845,-122.4639512
PAST SALE,,Multi-Family (5+ Unit),701-707 15th Ave #707,San Francisco,CA,94118,775000,7,5.0,,4232,2748,1919,,183,,,,,https://www.redfin.com/CA/San-Francisco/701-707-15th-Ave-94118/unit-707/home/1603135,,,N,Y,37.774673,-122.4737135
PAST SALE,,Multi-Family (2-4 Unit),4120 22nd St,San Francisco,CA,94114,3800000,,5.0,,2972,2750,1900,,1279,,,,,https://www.redfin.com/CA/San-Francisco/4120-22nd-St-94114/home/2036854,,,N,Y,37.7544645,-122.4382086
PAST SALE,,Single Family Residential,117 Berkeley Way,San Francisco,CA,94131,1200000,,3.0,,2058,3117,1975,,583,,,,,https://www.redfin.com/CA/San-Francisco/117-Berkeley-Way-94131/home/1057274,,,N,Y,37.7392917,-122.4393587
PAST SALE,,Condo/Co-op,4331 Kirkham St,San Francisco,CA,94122,1700000,3,2.0,,1664,,2007,,1022,,,,,https://www.redfin.com/CA/San-Francisco/4331-Kirkham-St-94122/home/12477556,,,N,Y,37.75824,-122.507451
PAST SALE,September-21-2022,Single Family Residential,2426 38th Ave,San Francisco,CA,94116,1425000,3,1.5,San Francisco,1500,2996,1945,,950,,Sold,,,https://www.redfin.com/CA/San-Francisco/2426-38th-Ave-94116/home/1782100,San Francisco MLS,422696684,N,Y,37.7416068,-122.495789
PAST SALE,April-27-2022,Single Family Residential,1848 Palou Ave,San Francisco,CA,94124,1000000,2,1.0,San Francisco,940,2308,1920,,1064,,Sold,,,https://www.redfin.com/CA/San-Francisco/1848-Palou-Ave-94124/home/1928846,San Francisco MLS,422643118,N,Y,37.7370518,-122.395998
PAST SALE,,Multi-Family (5+ Unit),1849 Chestnut St #2,San Francisco,CA,94123,900000,10,6.0,,5520,2296,1923,,163,,,,,https://www.redfin.com/CA/San-Francisco/1849-Chestnut-St-94123/unit-2/home/1010358,,,N,Y,37.8010058,-122.433755
PAST SALE,,Multi-Family (2-4 Unit),834 Clayton St Unit A,San Francisco,CA,94117,3100000,5,2.0,,2850,2531,1908,,1088,,,,,https://www.redfin.com/CA/San-Francisco/834-Clayton-St-94117/unit-A/home/1136664,,,N,Y,37.7660962,-122.4475862
PAST SALE,,Single Family Residential,3580 Washington St,San Francisco,CA,94118,9900000,6,4.0,,3848,4466,1910,,2573,,,,,https://www.redfin.com/CA/San-Francisco/3580-Washington-St-94118/home/1991992,,,N,Y,37.7895923,-122.4520377
PAST SALE,,Multi-Family (2-4 Unit),1191 Guerrero St,San Francisco,CA,94110,994991,,2.0,,2680,2029,1950,,371,,,,,https://www.redfin.com/CA/San-Francisco/1191-Guerrero-St-94110/home/1231137,,,N,Y,37.7521773,-122.4226219
PAST SALE,,Single Family Residential,847 Elizabeth St,San Francisco,CA,94114,3750000,,1.0,,1290,2850,1913,,2907,,,,,https://www.redfin.com/CA/San-Francisco/847-Elizabeth-St-94114/home/1014194,,,N,Y,37.7515954,-122.4396684
PAST SALE,,Single Family Residential,76 Molimo Dr,San Francisco,CA,94127,1850000,3,2.0,,1484,2661,1953,,1247,,,,,https://www.redfin.com/CA/San-Francisco/76-Molimo-Dr-94127/home/688776,,,N,Y,37.7372047,-122.4472576
PAST SALE,March-30-2022,Condo/Co-op,1495 Valencia St #2,San Francisco,CA,94110,1800000,3,2.0,San Francisco,1328,4700,2009,,1355,387,Sold,,,https://www.redfin.com/CA/San-Francisco/1495-Valencia-St-94110/unit-2/home/25509816,San Francisco MLS,422625294,N,Y,37.749137099,-122.4203275
PAST SALE,,Single Family Residential,42 Homestead St,San Francisco,CA,94114,1935000,4,1.0,,1200,3123,1906,,1613,,,,,https://www.redfin.com/CA/San-Francisco/42-Homestead-St-94114/home/1294503,,,N,Y,37.7502533,-122.4397414
PAST SALE,,Condo/Co-op,2407-2411 Harrison St #7,San Francisco,CA,94110,1000000,,,,1050,,2002,,952,,,,,https://www.redfin.com/CA/San-Francisco/2407-2411-Harrison-St-94110/unit-7/home/12398991,,,N,Y,37.758744,-122.412168
PAST SALE,,Single Family Residential,2230 Larkin St,San Francisco,CA,94109,2500000,2,2.0,,1647,1768,1922,,1518,,,,,https://www.redfin.com/CA/San-Francisco/2230-Larkin-St-94109/home/1707034,,,N,Y,37.7985531,-122.4203907
PAST SALE,,Single Family Residential,1231 Castro St,San Francisco,CA,94114,2625000,4,3.5,,2338,1375,1891,,1123,,,,,https://www.redfin.com/CA/San-Francisco/1231-Castro-St-94114/home/2016866,,,N,Y,37.7516892,-122.4339175
PAST SALE,,Single Family Residential,818 Douglass St,San Francisco,CA,94114,5500000,4,3.0,,3434,3123,1900,,1602,,,,,https://www.redfin.com/CA/San-Francisco/818-Douglass-St-94114/home/1194962,,,N,Y,37.7502575,-122.438662
PAST SALE,,Single Family Residential,332 Silliman St,San Francisco,CA,94134,300000,6,4.0,,2346,2996,1939,,128,,,,,https://www.redfin.com/CA/San-Francisco/332-Silliman-St-94134/home/769794,,,N,Y,37.7305027,-122.4087982
PAST SALE,,Single Family Residential,526 Silliman St,San Francisco,CA,94134,1050000,,1.0,,1300,2495,1946,,808,,,,,https://www.redfin.com/CA/San-Francisco/526-Silliman-St-94134/home/1576389,,,N,Y,37.7300092,-122.4106021
PAST SALE,,Single Family Residential,400 Fair Oaks St,San Francisco,CA,94110,4712500,3,2.0,,2487,3500,1910,,1895,,,,,https://www.redfin.com/CA/San-Francisco/400-Fair-Oaks-St-94110/home/1879998,,,N,Y,37.7501536,-122.4241403
PAST SALE,August-30-2022,Condo/Co-op,716 2nd Ave #6,San Francisco,CA,94118,769000,1,1.0,San Francisco,630,3500,1965,,1221,200,Sold,,,https://www.redfin.com/CA/San-Francisco/716-2nd-Ave-94118/unit-6/home/44560851,San Francisco MLS,422672105,N,Y,37.7752181,-122.4592771
PAST SALE,,Single Family Residential,196 Liberty St,San Francisco,CA,94110,3850000,,1.0,,2150,1913,1922,,1791,,,,,https://www.redfin.com/CA/San-Francisco/196-Liberty-St-94110/home/1064125,,,N,Y,37.7576371,-122.4254585
PAST SALE,,Condo/Co-op,2711 18th St #25,San Francisco,CA,94110,1200000,,1.0,,1065,,1992,,1127,,,,,https://www.redfin.com/CA/San-Francisco/2711-18th-St-94110/unit-25/home/12396349,,,N,Y,37.761635,-122.4095707
PAST SALE,,Multi-Family (5+ Unit),2140 Hyde St #404,San Francisco,CA,94109,1000000,19,13.0,,10782,4316,1917,,93,,,,,https://www.redfin.com/CA/San-Francisco/2140-Hyde-St-94109/unit-404/home/540716,,,N,Y,37.8007044,-122.4190523
PAST SALE,April-5-2022,Single Family Residential,275 London St,San Francisco,CA,94112,1700000,3,1.0,San Francisco,1750,2500,1912,,971,,Sold,,,https://www.redfin.com/CA/San-Francisco/275-London-St-94112/home/773466,San Francisco MLS,422635373,N,Y,37.7246141,-122.4335304
PAST SALE,,Multi-Family (2-4 Unit),62 6th Ave,San Francisco,CA,94118,5600000,5,4.0,,4078,3166,1908,,1373,,,,,https://www.redfin.com/CA/San-Francisco/62-6th-Ave-94118/home/1926928,,,N,Y,37.7874059,-122.4644034
PAST SALE,,Single Family Residential,1534 Thomas Ave,San Francisco,CA,94124,1064000,,2.0,,1340,2495,1927,,794,,,,,https://www.redfin.com/CA/San-Francisco/1534-Thomas-Ave-94124/home/1503213,,,N,Y,37.7298876,-122.3900001
PAST SALE,,Single Family Residential,474 Ulloa St,San Francisco,CA,94127,2100000,3,1.0,,1683,4621,1957,,1248,,,,,https://www.redfin.com/CA/San-Francisco/474-Ulloa-St-94127/home/895017,,,N,Y,37.7411381,-122.4593406
PAST SALE,,Multi-Family (2-4 Unit),1607 9th Ave,San Francisco,CA,94122,1400000,2,2.0,,1650,1746,1922,,848,,,,,https://www.redfin.com/CA/San-Francisco/1607-9th-Ave-94122/home/1989246,,,N,Y,37.7582307,-122.4661514
PAST SALE,,Single Family Residential,2577 21st Ave,San Francisco,CA,94116,2830000,6,4.0,,3500,3600,1926,,809,,,,,https://www.redfin.com/CA/San-Francisco/2577-21st-Ave-94116/home/1596518,,,N,Y,37.7396948,-122.4778372
PAST SALE,July-28-2022,Condo/Co-op,555 Innes Ave #308,San Francisco,CA,94124,525000,1,1.0,SAN FRANCISCO,611,,2016,,859,479,Sold,,,https://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-308/home/107401902,MLSListings,ML81899647,N,Y,37.7281082,-122.3692429
PAST SALE,,Single Family Residential,2150 33rd Ave,San Francisco,CA,94116,2009000,4,3.0,,2409,2996,1936,,834,,,,,https://www.redfin.com/CA/San-Francisco/2150-33rd-Ave-94116/home/651560,,,N,Y,37.7470421,-122.4907466
PAST SALE,October-5-2022,Single Family Residential,49 Borica St,San Francisco,CA,94127,1515000,3,1.0,SAN FRANCISCO,1350,5845,1923,,1122,,Sold,,,https://www.redfin.com/CA/San-Francisco/49-Borica-St-94127/home/1850436,MLSListings,ML81909584,N,Y,37.7226221,-122.4685948
PAST SALE,April-1-2022,Condo/Co-op,246 Carl St,San Francisco,CA,94117,3995000,3,4.0,San Francisco,4216,3436,,,948,,Sold,,,https://www.redfin.com/CA/San-Francisco/246-248-Carl-St-94117/unit-248/home/1920858,San Francisco MLS,422644732,N,Y,37.7656225,-122.4535985
PAST SALE,,Single Family Residential,176 Bocana St,San Francisco,CA,94110,1225000,2,2.0,,1600,17974,1921,,766,,,,,https://www.redfin.com/CA/San-Francisco/176-Bocana-St-94110/home/758673,,,N,Y,37.7411245,-122.4176254
PAST SALE,,Multi-Family (5+ Unit),2092-2098 California St #2098,San Francisco,CA,94109,805000,,4.0,,3992,2766,1947,,202,,,,,https://www.redfin.com/CA/San-Francisco/2092-2098-California-St-94109/unit-2098/home/1642547,,,N,Y,37.7897227,-122.4286421
PAST SALE,,Condo/Co-op,915A Central Ave,San Francisco,CA,94115,1600000,2,1.0,,1208,,1900,,1325,,,,,https://www.redfin.com/CA/San-Francisco/915A-Central-Ave-94115/home/11743264,,,N,Y,37.778343,-122.445557
PAST SALE,April-25-2022,Condo/Co-op,754 Clayton St,San Francisco,CA,94117,2100000,3,2.0,San Francisco,1423,2650,1895,,1476,350,Sold,,,https://www.redfin.com/CA/San-Francisco/754-Clayton-St-94117/home/1745395,San Francisco MLS,422645034,N,Y,37.767927,-122.447894
PAST SALE,October-26-2022,Condo/Co-op,1686 Great Highway Hwy #3,San Francisco,CA,94122,810000,2,1.0,San Francisco,878,2826,1971,,923,310,Sold,,,https://www.redfin.com/CA/San-Francisco/1686-Great-Hwy-94122/unit-3/home/1916350,San Francisco MLS,422704320,N,Y,37.7550461,-122.5086173
PAST SALE,June-24-2022,Multi-Family (2-4 Unit),3065 - 3067 Market St,San Francisco,CA,94114,1377000,3,,San Francisco,1600,1559,1900,,861,,Sold,,,https://www.redfin.com/CA/San-Francisco/3065-Market-St-94114/home/1271501,San Francisco MLS,422664536,N,Y,37.7608614,-122.4424795
PAST SALE,April-26-2022,Condo/Co-op,869 Clayton St,San Francisco,CA,94117,3000000,3,3.0,San Francisco,2526,2500,1911,,1188,626,Sold,,,https://www.redfin.com/CA/San-Francisco/869-Clayton-St-94117/home/28890055,San Francisco MLS,422640684,N,Y,37.7657723,-122.4480046
PAST SALE,December-15-2022,Single Family Residential,256 Sweeny St,San Francisco,CA,94134,925000,2,1.0,SAN FRANCISCO,977,1873,1948,,947,,Sold,,,https://www.redfin.com/CA/San-Francisco/256-Sweeny-St-94134/home/2017166,MLSListings,ML81914975,N,Y,37.7323587,-122.4104574
PAST SALE,,Condo/Co-op,3305-3309 Mission St #3309,San Francisco,CA,94110,1295000,,,,2295,,1900,,564,,,,,https://www.redfin.com/CA/San-Francisco/3305-3309-Mission-St-94110/unit-3309/home/28938895,,,N,Y,37.74403,-122.4207473
PAST SALE,,Condo/Co-op,655 Corbett Ave #101,San Francisco,CA,94114,710000,,1.0,,756,,1964,,939,,,,,https://www.redfin.com/CA/San-Francisco/655-Corbett-Ave-94114/unit-101/home/1532421,,,N,Y,37.7565294,-122.4430524
PAST SALE,,Condo/Co-op,168 Garrison Ave,San Francisco,CA,94134,860000,3,2.0,,1350,,1970,,637,,,,,https://www.redfin.com/CA/San-Francisco/168-Garrison-Ave-94134/home/916448,,,N,Y,37.7092824,-122.4126919
PAST SALE,,Condo/Co-op,274 Douglass St,San Francisco,CA,94114,1415000,2,1.0,,872,,1909,,1623,,,,,https://www.redfin.com/CA/San-Francisco/274-Douglass-St-94114/home/23424273,,,N,Y,37.759408,-122.439492
PAST SALE,August-15-2022,Single Family Residential,1625 Monterey Blvd,San Francisco,CA,94127,7100000,5,3.0,San Francisco,3843,16430,1923,,1848,715,Sold,,,https://www.redfin.com/CA/San-Francisco/1625-Monterey-Blvd-94127/home/1889965,San Francisco MLS,422687179,N,Y,37.7327355,-122.4664057
PAST SALE,,Multi-Family (2-4 Unit),1615-1617 48th Ave #1617,San Francisco,CA,94122,2250000,6,4.0,,4260,3000,1987,,528,,,,,https://www.redfin.com/CA/San-Francisco/1615-1617-48th-Ave-94122/unit-1617/home/636335,,,N,Y,37.7561955,-122.5081055
PAST SALE,May-9-2022,Multi-Family (5+ Unit),4350 Kirkham St,San Francisco,CA,94122,9999000,0,,San Francisco,18708,10750,,,534,,Sold,,,https://www.redfin.com/CA/San-Francisco/4350-Kirkham-St-94122/home/1839889,San Francisco MLS,422640653,N,Y,37.7586841,-122.507635
PAST SALE,,Condo/Co-op,33 Medau Pl,San Francisco,CA,94133,800000,2,1.0,,750,,1908,,1067,,,,,https://www.redfin.com/CA/San-Francisco/33-Medau-Pl-94133/home/1796939,,,N,Y,37.8018218,-122.4083417
PAST SALE,,Multi-Family (5+ Unit),1335 Union St,San Francisco,CA,94109,1050000,,12.0,,11976,6500,1923,,88,,,,,https://www.redfin.com/CA/San-Francisco/1335-Union-St-94109/home/951051,,,N,Y,37.7984775,-122.4213147
PAST SALE,,Single Family Residential,131 Hearst Ave #22,San Francisco,CA,94131,1300000,3,2.5,,1915,2809,1926,,679,,,,,https://www.redfin.com/CA/San-Francisco/131-Hearst-Ave-94131/unit-22/home/1037457,,,N,Y,37.730559,-122.4405089
PAST SALE,,Single Family Residential,4518 25th St,San Francisco,CA,94114,3700000,4,3.0,,2577,2125,1919,,1436,,,,,https://www.redfin.com/CA/San-Francisco/4518-25th-St-94114/home/1114618,,,N,Y,37.7495104,-122.4398344
PAST SALE,,Single Family Residential,113 Santa Cruz Ave,Daly City,CA,94014,900000,2,1.0,,860,2400,1952,,1047,,,,,https://www.redfin.com/CA/Daly-City/113-Santa-Cruz-Ave-94014/home/1545597,,,N,Y,37.708017,-122.4655873
PAST SALE,,Multi-Family (2-4 Unit),1455 Hayes St,San Francisco,CA,94117,1400000,,3.0,,3930,3423,1900,,356,,,,,https://www.redfin.com/CA/San-Francisco/1455-Hayes-St-94117/home/597642,,,N,Y,37.7743809,-122.4403273
PAST SALE,April-11-2022,Condo/Co-op,789 Buena Vista Ave #101,San Francisco,CA,94117,1070000,1,1.0,San Francisco,770,4343,1900,,1390,534,Sold,,,https://www.redfin.com/CA/San-Francisco/789-Buena-Vista-Ave-W-94117/unit-101/home/22043449,San Francisco MLS,422636682,N,Y,37.7688308,-122.4437823
PAST SALE,,Single Family Residential,1730 Noe St,San Francisco,CA,94131,1858000,,1.0,,825,2099,1913,,2252,,,,,https://www.redfin.com/CA/San-Francisco/1730-Noe-St-94131/home/808997,,,N,Y,37.7412824,-122.4309806
PAST SALE,,Condo/Co-op,189 Belvedere St,San Francisco,CA,94117,1650000,,1.0,,1348,,1904,,1224,,,,,https://www.redfin.com/CA/San-Francisco/189-Belvedere-St-94117/home/12277099,,,N,Y,37.7671565,-122.4493066
PAST SALE,,Multi-Family (5+ Unit),1457-1467 Fulton St #1467,San Francisco,CA,94117,1740000,,6.0,,11280,6875,1900,,154,,,,,https://www.redfin.com/CA/San-Francisco/1457-1467-Fulton-St-94117/unit-1467/home/2010289,,,N,Y,37.7762412,-122.4407564
PAST SALE,April-23-2022,Condo/Co-op,355 1st St Unit S2502,San Francisco,CA,94105,2050000,2,2.0,San Francisco,1480,38571,2004,,1385,1010,Sold,,,https://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S2502/home/2022840,San Francisco MLS,422648196,N,Y,37.7868803,-122.3934978
PAST SALE,February-14-2023,Single Family Residential,663 Joost Ave,San Francisco,CA,94127,1740000,4,2.5,San Francisco,1725,2495,1923,,1009,,Sold,,,https://www.redfin.com/CA/San-Francisco/663-Joost-Ave-94127/home/1854908,San Francisco MLS,423714080,N,Y,37.7321554,-122.4503414
PAST SALE,January-20-2023,Condo/Co-op,300 Berry St #711,San Francisco,CA,94158,1042000,2,1.0,San Francisco,1003,41861,2009,,1039,690,Sold,,,https://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-711/home/23424431,San Francisco MLS,423716873,N,Y,37.773892,-122.396231
PAST SALE,,Multi-Family (5+ Unit),3465 19th St,San Francisco,CA,94110,1188000,12,7.0,,6795,2548,1907,,175,,,,,https://www.redfin.com/CA/San-Francisco/3465-19th-St-94110/home/114080475,,,N,Y,37.7599361,-122.4207623
PAST SALE,,Multi-Family (5+ Unit),354 22nd Ave #1,San Francisco,CA,94121,1350000,10,6.0,,3992,3000,1973,,338,,,,,https://www.redfin.com/CA/San-Francisco/354-22nd-Ave-94121/unit-1/home/609318,,,N,Y,37.7811483,-122.481376
PAST SALE,,Single Family Residential,32 Maddux Ave,San Francisco,CA,94124,1220000,,1.0,,1118,1685,1941,,1091,,,,,https://www.redfin.com/CA/San-Francisco/32-Maddux-Ave-94124/home/1966148,,,N,Y,37.734739,-122.3984654
PAST SALE,April-13-2022,Single Family Residential,1547 23rd Ave,San Francisco,CA,94122,2115000,3,2.0,San Francisco,1750,3000,1937,,1209,,Sold,,,https://www.redfin.com/CA/San-Francisco/1547-23rd-Ave-94122/unit-4/home/171004134,San Francisco MLS,422636881,N,Y,37.7587484,-122.4814125
PAST SALE,,Single Family Residential,236 Broad St,San Francisco,CA,94112,1115000,,2.0,,1294,4125,1912,,862,,,,,https://www.redfin.com/CA/San-Francisco/236-Broad-St-94112/home/829625,,,N,Y,37.7133827,-122.4605015
PAST SALE,May-23-2022,Multi-Family (5+ Unit),58 - 62 Alvarado,San Francisco,CA,94110,1250000,,2.0,San Francisco,4725,2850,,,265,,Sold,,,https://www.redfin.com/CA/San-Francisco/58-62-Alvarado-St-94110/unit-62/home/719313,San Francisco MLS,421543356,N,Y,37.754643,-122.4224243
PAST SALE,June-27-2022,Condo/Co-op,300 3rd St #720,San Francisco,CA,94107,970000,2,2.0,San Francisco,1161,48941,1990,,835,906,Sold,,,https://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-720/home/1679314,San Francisco MLS,422636501,N,Y,37.7831834,-122.3991177
